employee_id,employee_name,hire_date,branch_id,coach,target_ratio,rate,status,termination_date,termination_reason,employee_type,labour_category,partner
11397,Steven Wood,2023-10-01,1-62,Joan Campos,85,215,Active,,,Permanent - Salary,Engineering & Technical,0
11398,Thomas Logan,2023-10-01,1-40,Gregory Newman,70,245,Active,,,Permanent - Salary,Administration Finance & HR,0
11399,Suzanne Rogers,2023-10-01,1-60,Jenny Schmitt,80,255,Active,,,Permanent - Salary,Communications IT & Design,0
11400,Ashley Black,2023-11-01,1-40,Denise Lane,70,210,Active,,,Permanent - Salary,Project Management & Consulting,0
11401,Mercedes Perez,2024-01-01,1-65,Jo Collins,90,130,Active,,,Temporary - Term,Engineering & Technical,0
11402,Tamara Webster,2024-01-01,1-70,Christine West,85,225,Active,,,Permanent - Salary,Engineering & Technical,0
11403,Emily Fernandez,2024-09-01,1-40,Jonathan Hill,90,260,Active,,,Permanent - Hourly,Engineering & Technical,0
11404,Anthony Martinez,2024-09-01,1-60,Anthony Harrington,90,210,Active,,,Temporary - Other Hourly,Engineering & Technical,0
11405,Brett Davidson,2024-09-01,3-40,Theresa Kennedy,90,110,Active,,,Temporary - Other Hourly,Field Surveying & Geomatics,0
11406,Kristen May,2024-05-01,3-40,Nicolas Meyers,90,85,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Field Surveying & Geomatics,0
11407,Scott Ellis,,1-61,Randy Gutierrez,0,210,Inactive,,,Subcontractors,Project Management & Consulting,0
11408,Brian Jennings,2024-02-01,1-60,Amanda Shah,80,220,Active,,,Permanent - Salary,Project Management & Consulting,0
11409,Thomas Hamilton PhD,2023-12-01,1-60,Joseph Hebert,80,270,Active,,,Permanent - Salary,Project Management & Consulting,0
11410,Nicole Miller,2023-12-01,1-40,Steven Merritt,85,365,Active,,,Permanent - Salary,Engineering & Technical,0
11411,Nicolas Meyers,2012-03-01,3-40,Timothy Anderson,60,470,Active,,,Permanent - Salary,Engineering & Technical,1
11412,James Fischer,2024-04-01,1-35,Sophia Phillips,75,150,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Planning,0
11413,Briana Cannon,2024-05-01,1-60,Brian Butler,90,205,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Planning,0
11414,Richard Powers,2024-02-01,1-00,Katherine Parker,0,215,Active,,,Permanent - Salary,Project Management & Consulting,0
11415,Connie Wood,2024-04-01,1-10,Daniel Moss,70,205,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
11416,Sandy Daniel,2024-05-01,1-61,Melissa Kennedy,90,170,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
11417,Kayla Glover,2024-05-01,1-20,Christian Hurst,80,145,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Environmental Health & Safety,0
11418,Christina Hensley,2024-05-01,1-40,James Alvarado,90,175,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
11419,Matthew Mcfarland,2024-05-01,1-40,James Cooke,90,180,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
11420,Stacy Rose,2024-01-01,1-60,Anthony Harrington,90,150,Active,,,Temporary - Other Hourly,Engineering & Technical,0
11421,Christopher Calhoun,2024-01-01,1-70,Ryan Lane,85,215,Active,,,Permanent - Salary,Engineering & Technical,0
11422,Christopher Munoz,2024-09-01,1-60,Brooke Ortiz,90,175,Active,,,Temporary - Other Hourly,Engineering & Technical,0
11423,Kimberly Freeman,2024-10-01,1-40,Craig Price,80,360,Active,,,Permanent - Salary,Engineering & Technical,0
11424,Jessica Singh,2024-09-01,1-70,Kyle Beard,90,225,Active,,,Permanent - Salary,Engineering & Technical,0
11425,Laura Flores,2024-09-01,1-55,Katrina Walsh,40,325,Active,,,Permanent - Salary,Project Management & Consulting,0
11426,Ashley Ross,2024-09-01,3-40,Theresa Kennedy,90,70,Active,,,Temporary - Other Hourly,Field Surveying & Geomatics,0
11427,James Andrade,2024-09-01,3-40,Theresa Kennedy,90,75,Active,,,Temporary - Other Hourly,Field Surveying & Geomatics,0
11428,Lisa Barber,2024-09-01,3-40,Theresa Kennedy,90,105,Active,,,Temporary - Other Hourly,Field Surveying & Geomatics,0
11429,Donna Charles,2024-10-01,1-20,Shane Garcia,80,240,Active,,,Permanent - Salary,Planning,0
11430,Keith King,2024-03-01,1-20,Angela Wilson,80,335,Active,,,Permanent - Salary,Engineering & Technical,0
11431,Katie Wyatt,2024-05-01,1-70,Sara Sanchez,50,125,Active,,,Temporary - Other Hourly,Planning,0
11432,Craig Watts,2024-02-01,1-70,Maurice Smith,85,245,Active,,,Permanent - Salary,Engineering & Technical,0
11433,William Lewis,2024-03-01,1-40,Timothy Thornton,85,345,Active,,,Permanent - Salary,Engineering & Technical,0
11434,Amber Marshall,2024-03-01,1-10,Mary White,70,220,Active,,,Permanent - Salary,Project Management & Consulting,0
11435,Brittany Watson,2024-03-01,1-60,Colleen Thomas,75,420,Active,,,Permanent - Salary,Engineering & Technical,0
11436,Walter Webster,2024-05-01,1-40,Deborah Gamble,90,230,Active,,,Temporary - Other Hourly,Engineering & Technical,0
11437,Crystal Rivera,2024-02-01,1-61,Kevin Wilkerson,85,220,Active,,,Permanent - Salary,Planning,0
11438,Brian Avila,2024-03-01,1-10,Cathy Mora,100,450,Active,,,Temporary - Other Hourly,Engineering & Technical,0
11439,Cody Smith,2024-03-01,1-15,Katherine Brown,0,150,Active,,,Permanent - Salary,Communications IT & Design,0
11440,Debbie Gray,2024-03-01,1-40,Dylan Hunter,90,240,Active,,,Permanent - Salary,Engineering & Technical,0
11441,Mr. Christopher Ramirez,2024-03-01,1-20,Leslie Jones,90,240,Active,,,Permanent - Salary,Engineering & Technical,0
11442,Ian Johnson,2024-03-01,1-60,Mrs. Mary Brown,80,315,Active,,,Permanent - Salary,Planning,0
11443,Holly Barrett,2024-07-01,1-00,Vanessa Wilson,0,185,Active,,,Permanent - Salary,Project Management & Consulting,0
11444,Amanda Mendez,2024-07-01,1-40,Bruce Dyer,0,185,Active,,,Permanent - Salary,Administration Finance & HR,0
11445,Leon Bradford,2024-07-01,1-40,Frank Patterson,70,420,Active,,,Permanent - Salary,Project Management & Consulting,0
11446,Kim Hicks,2024-07-01,1-10,Emily Larson,70,320,Active,,,Permanent - Salary,Engineering & Technical,0
11447,Christine Smith,2024-04-01,1-10,Elaine Murphy,70,205,Active,,,Temporary - Other Hourly,Planning,0
11448,Patrick Mccarthy,2012-05-01,3-40,Frederick Brewer,59,535,Terminated,2014-01-01,,Permanent - Salary,Field Surveying & Geomatics,0
11449,Steven Cordova,2012-05-01,3-40,John Edwards,90,300,Terminated,2017-08-01,,Permanent - Salary,Field Surveying & Geomatics,0
11450,Danielle Wagner,2012-08-01,3-40,Patrick Mccarthy,90,290,Terminated,2017-08-01,,Permanent - Salary,Engineering & Technical,0
11451,Jessica Bennett,2012-08-01,3-40,John Edwards,90,315,Active,,,Permanent - Salary,Field Surveying & Geomatics,0
11452,Kristen Brandt,2012-10-01,3-40,Cynthia Hanson,28,145,Terminated,2014-12-01,,Permanent - Salary,Project Management & Consulting,0
11453,John Edwards,2012-10-01,3-40,Frederick Brewer,55,375,Terminated,2019-07-01,Dismissal,Permanent - Salary,Project Management & Consulting,1
11454,Melissa Frazier,2012-10-01,3-40,Patrick Mccarthy,60,265,Terminated,2014-05-01,,Permanent - Salary,Engineering & Technical,0
11455,Lisa Walker,2013-06-01,3-20,Unknown,50,430,Terminated,2022-04-01,Dismissal,Permanent - Salary,Field Surveying & Geomatics,1
11456,Joseph Vargas,2013-06-01,3-20,Lisa Walker,50,405,Terminated,2018-05-01,,Subcontractors,Field Surveying & Geomatics,0
11457,Laura Mcpherson,2013-06-01,3-20,Lisa Walker,0,215,Terminated,2014-11-01,,Permanent - Salary,Field Surveying & Geomatics,0
11458,Brandon Weaver,2013-06-01,3-20,Lisa Walker,90,305,Terminated,2020-09-01,Dismissal,Permanent - Salary,Field Surveying & Geomatics,0
11459,Christopher Francis,2013-06-01,3-20,Lisa Walker,90,210,Terminated,2015-01-01,,Permanent - Salary,Field Surveying & Geomatics,0
11460,Randy Bryant Jr.,2013-06-01,3-20,Lisa Walker,90,245,Terminated,2017-09-01,,Permanent - Salary,Field Surveying & Geomatics,0
11461,Tracy Hardy,2013-06-01,3-20,Lisa Walker,70,355,Active,,,Permanent - Salary,Field Surveying & Geomatics,0
11462,Debbie Moses,2020-02-01,3-20,Lisa Walker,90,260,Terminated,2023-01-01,,Temporary - Other Hourly,Engineering & Technical,0
11463,Jacob Mercer,2013-06-01,3-20,Lisa Walker,0,145,Terminated,2014-03-01,,Permanent - Salary,Field Surveying & Geomatics,0
11464,Teresa Wallace,2013-07-01,3-40,John Edwards,70,415,Active,,,Permanent - Salary,Field Surveying & Geomatics,0
11465,Melissa Walters,2013-12-01,3-20,Susan Lawrence,60,165,Terminated,2016-06-01,,Permanent - Salary,Project Management & Consulting,0
11466,Stephanie Williams,2014-03-01,3-20,Tracy Hardy,90,175,Terminated,2015-08-01,,Permanent - Salary,Field Surveying & Geomatics,0
11467,Tiffany Johnson,2014-03-01,3-20,Tracy Hardy,90,225,Terminated,2015-04-01,,Permanent - Salary,Field Surveying & Geomatics,0
11468,Jennifer Taylor,2014-06-01,3-20,Tracy Hardy,90,190,Terminated,2016-06-01,,Permanent - Salary,Field Surveying & Geomatics,0
11469,William Taylor,2014-09-01,3-40,John Edwards,0,240,Terminated,2014-12-01,,Permanent - Salary,Engineering & Technical,0
11470,Paul Hawkins,2014-10-01,3-20,Lisa Walker,90,190,Terminated,2015-10-01,,Permanent - Salary,Engineering & Technical,0
11471,David Miller,2014-12-01,3-20,Tracy Hardy,90,315,Terminated,2022-03-01,Voluntary,Permanent - Salary,Field Surveying & Geomatics,0
11472,Joseph Pineda,2015-05-01,3-40,Timothy Anderson,90,285,Terminated,2017-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
11473,Kevin Wilson,2013-05-01,3-40,Timothy Anderson,85,360,Active,,,Permanent - Salary,Engineering & Technical,0
11474,Jennifer Walker,2012-04-01,3-40,Nicolas Meyers,90,360,Active,,,Permanent - Salary,Field Surveying & Geomatics,0
11475,Jeffrey Thompson,2012-06-01,3-40,Nicolas Meyers,90,350,Active,,,Permanent - Salary,Field Surveying & Geomatics,0
11476,Gloria Preston,2019-10-01,3-40,Nicolas Meyers,90,270,Terminated,2019-12-01,,Temporary - Term,Field Surveying & Geomatics,0
11477,Keith Owens,2022-03-01,3-40,Nicolas Meyers,90,85,Active,,,Permanent - Hourly,Field Surveying & Geomatics,0
11478,Sheri Jones,2015-05-01,3-40,Nicolas Meyers,80,270,Terminated,2020-05-01,Dismissal,Permanent - Salary,Engineering & Technical,0
11479,James Thomas,2015-05-01,3-40,John Edwards,80,265,Terminated,2019-11-01,Dismissal,Permanent - Salary,Engineering & Technical,0
11480,Joseph Marshall,2015-05-01,3-20,Kurt Gonzalez,90,280,Terminated,2018-02-01,,Permanent - Salary,Field Surveying & Geomatics,0
11481,Faith Roberts,2015-09-01,3-20,Unknown,80,195,Terminated,2018-05-01,,Permanent - Salary,Engineering & Technical,0
11482,Cody Stephens,2015-09-01,3-20,Lisa Walker,75,325,Active,,,Permanent - Salary,Field Surveying & Geomatics,0
11483,Courtney Kemp,2015-12-01,3-20,Randy Baker,25,205,Terminated,2020-05-01,Dismissal,Permanent - Salary,Field Surveying & Geomatics,0
11484,Shannon Fisher,2018-05-01,3-40,Nicolas Meyers,80,270,Terminated,2018-10-01,,Permanent - Salary,Field Surveying & Geomatics,0
11485,John Murphy,2019-02-01,3-20,Cody Stephens,90,190,Terminated,2019-04-01,,Temporary - Other Hourly,Engineering & Technical,0
11486,Jill Carson,2023-02-01,3-40,Lucas Scott,90,330,Active,,,Permanent - Hourly,Engineering & Technical,0
11487,Austin Spears,2020-01-01,3-40,Lucas Scott,85,285,Active,,,Permanent - Salary,Engineering & Technical,0
11488,Gina Steele,2024-04-01,3-40,Nicolas Meyers,90,50,Active,,,Temporary - Other Hourly,Field Surveying & Geomatics,0
11489,Brianna Daniel,2021-07-01,3-40,Lucas Scott,85,270,Active,,,Permanent - Salary,Project Management & Consulting,0
11490,James Rodgers,2022-05-01,3-40,Nicolas Meyers,90,60,Terminated,2022-08-01,Voluntary,Temporary - Other Hourly,Field Surveying & Geomatics,0
11491,William Curtis,2022-05-01,3-40,Teresa Wallace,90,260,Active,,,Permanent - Salary,Field Surveying & Geomatics,0
11492,Steven Thornton,2023-05-01,3-40,Nicolas Meyers,90,45,Terminated,2023-08-01,Voluntary,Temporary - Other Hourly,Field Surveying & Geomatics,0
11493,Vincent Holmes,2022-05-01,3-40,Lucas Scott,90,360,Active,,,Permanent - Hourly,Field Surveying & Geomatics,0
11494,Elizabeth Willis,2022-09-01,3-40,Lucas Scott,75,355,Terminated,2023-05-01,Dismissal,Permanent - Salary,Project Management & Consulting,0
11495,Monica Miller,2023-04-01,3-40,Nicolas Meyers,90,45,Terminated,2023-06-01,Dismissal,Temporary - Other Hourly,Field Surveying & Geomatics,0
11496,Michael Williams,2024-05-01,3-40,Nicolas Meyers,90,95,Active,,,Permanent - Hourly,Field Surveying & Geomatics,0
11497,Rebecca Cook,2023-05-01,3-20,Cody Stephens,80,275,Active,,,Permanent - Salary,Engineering & Technical,0
11498,Theresa Kennedy,2023-10-01,3-40,Lucas Scott,80,415,Active,,,Permanent - Salary,Field Surveying & Geomatics,0
11499,Emily Caldwell,2023-11-01,3-40,Lucas Scott,90,230,Terminated,2024-04-01,Dismissal,Permanent - Salary,Engineering & Technical,0
11500,Krista Lopez,2024-04-01,3-40,Nicolas Meyers,90,320,Active,,,Permanent - Hourly,Field Surveying & Geomatics,0
11501,Laurie Frederick,2024-05-01,1-40,Manuel Williams,90,195,Active,,,Temporary - Other Hourly,Landscape Architecture,0
11502,Erin Potts,2024-05-01,1-10,Jeremy Neal,70,200,Active,,,Temporary - Other Hourly,Engineering & Technical,0
11503,John Fitzgerald,2024-05-01,1-40,David Gutierrez,90,210,Active,,,Permanent - Salary,Engineering & Technical,0
11504,Sarah Roberts,2024-05-01,1-40,Timothy Hoffman,90,215,Active,,,Permanent - Salary,Engineering & Technical,0
11505,Alexander Brown,2024-05-01,1-40,Robert Bennett,90,210,Active,,,Permanent - Salary,Engineering & Technical,0
11506,Bradley Osborne,2024-08-01,1-61,Samantha Cummings,85,275,Active,,,Permanent - Salary,Engineering & Technical,0
11507,Lori Martinez,2024-08-01,1-60,Jason Romero,80,200,Active,,,Temporary - Other Hourly,Project Management & Consulting,0
11508,Gail Watson,2024-06-01,1-70,Joseph Hall,85,370,Active,,,Permanent - Salary,Engineering & Technical,0
11509,Shannon Anderson,2024-05-01,1-80,Martin Brown,50,275,Active,,,Permanent - Salary,Engineering & Technical,0
11510,Shannon West,2024-05-01,1-40,Jonathan Carter,90,210,Active,,,Permanent - Salary,Engineering & Technical,0
11511,James Payne,,1-00,Unknown,0,-25,Terminated,2001-01-01,,Permanent - Salary,Field Surveying & Geomatics,0
11512,William Dyer,1997-08-01,1-40,Unknown,0,-20,Terminated,2002-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
11513,Melissa Myers,1996-04-01,1-40,Unknown,0,15,Terminated,1996-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
11514,Lori Walker,1998-04-01,1-60,Unknown,0,85,Terminated,2000-11-01,,Permanent - Salary,Engineering & Technical,0
11515,Sherri Villegas,,1-65,Unknown,0,25,Active,2000-01-01,,Permanent - Salary,Administration Finance & HR,0
11516,Sydney Alvarado,1999-07-01,1-10,Unknown,0,95,Terminated,2003-04-01,,Permanent - Salary,Engineering & Technical,0
11517,Ashley Wilson,1999-02-01,1-00,Unknown,0,40,Terminated,2000-08-01,,Permanent - Salary,Administration Finance & HR,0
11518,Nancy Welch PhD,2006-09-01,1-60,Unknown,0,110,Terminated,2006-11-01,,Permanent - Salary,Communications IT & Design,0
11519,Danielle Mcgee,2007-02-01,1-20,Danielle Mcgee,0,90,Terminated,2007-04-01,,Permanent - Salary,Administration Finance & HR,0
11520,Morgan Santos,2002-06-01,1-70,Unknown,0,65,Terminated,2003-12-01,,Permanent - Salary,Engineering & Technical,0
11521,Madison Jackson,2004-01-01,1-80,Timothy Wright,0,25,Terminated,2004-04-01,,Permanent - Salary,Administration Finance & HR,0
11522,William Beard,1996-03-01,1-10,Unknown,0,70,Terminated,1996-12-01,,Permanent - Salary,Project Management & Consulting,0
11523,Bobby Shaw,2008-01-01,1-60,Unknown,0,60,Terminated,2008-01-01,,Permanent - Salary,Engineering & Technical,0
11524,Pamela Smith,1995-02-01,1-10,Unknown,0,175,Terminated,2002-12-01,,Permanent - Salary,Project Management & Consulting,0
11525,Michelle Phillips,2004-06-01,1-80,Adrian Ortiz,0,110,Terminated,2004-07-01,,Permanent - Salary,Project Management & Consulting,0
11526,Scott Wilson,2000-05-01,1-40,Unknown,0,45,Terminated,2000-11-01,,Permanent - Salary,Project Management & Consulting,0
11527,Kristina Mays,1997-05-01,1-40,Unknown,0,35,Terminated,1998-09-01,,Permanent - Salary,Administration Finance & HR,0
11528,Denise Rhodes,2001-01-01,1-60,Unknown,0,65,Terminated,2000-01-01,,Permanent - Salary,Administration Finance & HR,0
11529,Linda Morgan,2000-08-01,1-60,Unknown,0,80,Terminated,2000-12-01,,Permanent - Salary,Administration Finance & HR,0
11530,Linda Wong,1994-01-01,1-60,Unknown,0,155,Terminated,1997-12-01,,Permanent - Salary,Planning,0
11531,Kimberly Floyd,1999-05-01,1-70,Unknown,0,60,Terminated,2000-11-01,,Permanent - Salary,Administration Finance & HR,0
11532,Katrina Cook,1999-05-01,1-60,Unknown,0,185,Terminated,2007-08-01,,Permanent - Salary,Engineering & Technical,0
11533,Andrew Owen,1998-06-01,1-10,Unknown,0,30,Terminated,2000-11-01,,Permanent - Salary,Planning,0
11534,Jordan Perez,2003-01-01,1-60,Unknown,0,90,Terminated,2005-12-01,,Permanent - Salary,Engineering & Technical,0
11535,Terry Simmons,2000-03-01,1-10,Unknown,0,160,Terminated,2000-11-01,,Permanent - Salary,Engineering & Technical,0
11536,Natalie Kramer,2006-01-01,1-10,Unknown,0,155,Terminated,2009-02-01,,Permanent - Salary,Engineering & Technical,0
11537,Douglas Ritter,1999-01-01,1-40,Unknown,0,85,Terminated,2000-11-01,,Permanent - Salary,Administration Finance & HR,0
11538,Sarah Clay,1998-05-01,1-10,Unknown,0,105,Terminated,2000-11-01,,Permanent - Salary,Engineering & Technical,0
11539,Alexis Howard,2005-01-01,1-60,Unknown,0,40,Terminated,2006-03-01,,Permanent - Salary,Engineering & Technical,0
11540,Mrs. Jennifer Olson DDS,2008-05-01,1-40,Unknown,0,130,Terminated,2009-09-01,,Permanent - Salary,Project Management & Consulting,0
11541,Alexis Smith,2008-06-01,1-10,Unknown,0,95,Terminated,2008-12-01,,Permanent - Salary,Administration Finance & HR,0
11542,Deborah Cunningham,2001-07-01,1-00,Unknown,0,20,Terminated,2003-01-01,,Permanent - Salary,Administration Finance & HR,0
11543,Thomas Phillips,,1-40,Unknown,0,-20,Terminated,2002-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
11544,Richard Vaughn,2003-09-01,1-70,Christian Chan,0,140,Terminated,2006-08-01,,Permanent - Salary,Engineering & Technical,0
11545,Paul Cole,2002-05-01,1-60,Unknown,0,85,Terminated,2002-12-01,,Permanent - Salary,Engineering & Technical,0
11546,Mary Hernandez,2006-05-01,1-80,Unknown,0,90,Terminated,2006-05-01,,Permanent - Salary,Administration Finance & HR,0
11547,Sarah Maldonado,2002-04-01,1-70,Christian Chan,0,155,Terminated,2007-12-01,,Permanent - Salary,Engineering & Technical,0
11548,Stephanie Hunt,2005-02-01,1-70,Unknown,0,180,Terminated,2007-06-01,,Permanent - Salary,Engineering & Technical,0
11549,Robin Torres,2012-04-01,1-40,Cynthia Hanson,0,140,Terminated,2012-07-01,,Permanent - Salary,Administration Finance & HR,0
11550,Joseph Avila,2003-10-01,1-00,Unknown,0,30,Terminated,2004-11-01,,Permanent - Salary,Administration Finance & HR,0
11551,Matthew Dominguez,2009-09-01,1-60,Francis Ford,0,80,Terminated,2009-09-01,,Permanent - Salary,Engineering & Technical,0
11552,Ian Patel,2003-05-01,1-70,Christian Chan,0,165,Terminated,2003-12-01,,Permanent - Salary,Engineering & Technical,0
11553,Robert Fernandez,2006-05-01,1-40,Unknown,0,190,Terminated,2009-08-01,,Permanent - Salary,Engineering & Technical,0
11554,Karla Berry,1997-06-01,1-40,Unknown,0,115,Terminated,2000-11-01,,Permanent - Salary,Project Management & Consulting,0
11555,Thomas Escobar,1999-08-01,1-10,Unknown,0,55,Terminated,2000-11-01,,Permanent - Salary,Engineering & Technical,0
11556,William Lopez,2005-09-01,1-80,Douglas Montgomery,0,145,Terminated,2005-09-01,,Permanent - Salary,Field Surveying & Geomatics,0
11557,Mr. Lucas Thompson,2002-05-01,1-70,Christian Chan,0,135,Terminated,2007-01-01,,Permanent - Salary,Engineering & Technical,0
11558,Trevor Clark,1999-04-01,1-40,Unknown,0,30,Terminated,2000-11-01,,Permanent - Salary,Field Surveying & Geomatics,0
11559,Timothy Jenkins,2013-05-01,1-80,Unknown,0,110,Terminated,2013-08-01,,Permanent - Salary,Administration Finance & HR,0
11560,James Carter,2004-07-01,1-60,Unknown,0,90,Terminated,2004-07-01,,Permanent - Salary,Project Management & Consulting,0
11561,Alicia Juarez,1995-10-01,1-40,Unknown,0,50,Terminated,1998-09-01,,Permanent - Salary,Administration Finance & HR,0
11562,Amy Charles,1996-05-01,1-00,Unknown,0,25,Terminated,1996-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
11563,Debra Freeman,1996-06-01,1-10,Kelli Stewart,0,180,Terminated,2007-01-01,,Permanent - Salary,Engineering & Technical,0
11564,James Vargas,1994-08-01,1-10,Unknown,0,85,Terminated,2000-11-01,,Permanent - Salary,Engineering & Technical,0
11565,Sarah Nguyen,2006-01-01,1-70,Christian Chan,0,105,Terminated,2007-08-01,,Permanent - Salary,Engineering & Technical,0
11566,Cindy Campbell,1996-07-01,1-00,Unknown,0,15,Terminated,1996-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
11567,Diane Andrade,2004-08-01,1-40,Carol Jackson,0,225,Terminated,2005-07-01,,Permanent - Salary,Engineering & Technical,0
11568,Keith Simpson Jr.,1994-01-01,1-70,Unknown,0,140,Terminated,2001-04-01,,Permanent - Salary,Planning,0
11569,James Phillips,2008-05-01,1-40,Unknown,0,165,Terminated,2008-05-01,,Permanent - Salary,Engineering & Technical,0
11570,Felicia Mitchell,1995-09-01,1-70,Unknown,0,105,Terminated,1997-12-01,,Permanent - Salary,Engineering & Technical,0
11571,Jennifer Smith,1992-06-01,1-40,Unknown,0,125,Terminated,1997-12-01,,Permanent - Salary,Engineering & Technical,0
11572,Douglas Montgomery,2005-10-01,1-80,Kimberly Bauer DDS,0,175,Terminated,2008-04-01,,Permanent - Salary,Administration Finance & HR,0
11573,Ms. Vickie Dawson,2010-07-01,1-10,Christopher Williams,100,150,Terminated,2010-11-01,,Permanent - Salary,Project Management & Consulting,0
11574,Kevin Pope,1995-05-01,1-40,Unknown,0,155,Terminated,2002-12-01,,Permanent - Salary,Engineering & Technical,0
11575,Tony Mercado,1996-03-01,1-60,Unknown,0,25,Terminated,1996-12-01,,Permanent - Salary,Administration Finance & HR,0
11576,Jared Zimmerman,2003-06-01,1-40,Carol Jackson,0,165,Terminated,2007-09-01,,Permanent - Salary,Engineering & Technical,0
11577,Katherine Flores,,1-70,Unknown,0,130,Terminated,2003-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
11578,Daniel Martinez,2003-05-01,1-00,Unknown,0,75,Terminated,2003-07-01,,Permanent - Salary,Administration Finance & HR,0
11579,Rachel Bradley,2004-07-01,1-60,Francis Ford,0,150,Terminated,2007-03-01,,Permanent - Salary,Engineering & Technical,0
11580,Phillip Gomez,1996-10-01,1-40,Unknown,0,75,Terminated,1997-12-01,,Permanent - Salary,Administration Finance & HR,0
11581,Lindsey Ortiz,2008-05-01,1-70,Christian Chan,0,130,Terminated,2008-05-01,,Permanent - Salary,Engineering & Technical,0
11582,Ashley Figueroa,1998-01-01,1-40,Unknown,0,20,Terminated,1998-09-01,,Permanent - Salary,Field Surveying & Geomatics,0
11583,Dr. Candice Howe,1998-12-01,1-40,Unknown,0,65,Terminated,2000-11-01,,Permanent - Salary,Field Surveying & Geomatics,0
11584,Scott Harrington,2007-03-01,1-20,Sheryl Thomas,0,140,Terminated,2007-03-01,,Permanent - Salary,Engineering & Technical,0
11585,Stephen Ware MD,1999-08-01,1-60,Unknown,0,100,Terminated,2000-11-01,,Permanent - Salary,Administration Finance & HR,0
11586,Cynthia Owens,1993-07-01,1-10,Unknown,0,60,Terminated,2000-11-01,,Permanent - Salary,Administration Finance & HR,0
11587,Steven Davies,2007-09-01,1-10,Unknown,0,90,Terminated,2009-07-01,,Permanent - Salary,Engineering & Technical,0
11588,Anthony Gonzalez,2011-05-01,1-70,Unknown,0,165,Terminated,2011-11-01,,Subcontractors,Project Management & Consulting,0
11589,James Crawford,2009-01-01,1-20,Eugene Marshall,0,330,Terminated,2010-02-01,,Permanent - Salary,Engineering & Technical,0
11590,Elizabeth Herrera,,1-10,Deborah Hoover,100,165,Terminated,2012-04-01,,Subcontractors,Project Management & Consulting,0
11591,Jessica Jensen,1997-11-01,1-40,Unknown,0,15,Terminated,1997-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
11592,Aaron Peck,2004-12-01,1-00,Unknown,0,65,Terminated,2004-12-01,,Permanent - Salary,Administration Finance & HR,0
11593,Tiffany Goodwin,2004-12-01,1-60,Francis Ford,0,165,Terminated,2008-06-01,,Permanent - Salary,Engineering & Technical,0
11594,Tommy Hill,2001-09-01,1-40,Unknown,0,80,Terminated,2002-12-01,,Permanent - Salary,Engineering & Technical,0
11595,Brandon Williams,1996-06-01,1-60,Unknown,0,50,Terminated,1996-12-01,,Permanent - Salary,Engineering & Technical,0
11596,Raymond Anderson,1998-11-01,1-70,Unknown,0,80,Terminated,2001-08-01,,Permanent - Salary,Administration Finance & HR,0
11597,Steven Church,1996-04-01,1-10,Unknown,0,105,Terminated,1997-12-01,,Permanent - Salary,Project Management & Consulting,0
11598,Laura Harris,1998-07-01,1-40,Unknown,0,115,Terminated,2000-11-01,,Permanent - Salary,Engineering & Technical,0
11599,Isabel Horton,2002-10-01,1-20,Unknown,0,100,Terminated,2002-12-01,,Permanent - Salary,Project Management & Consulting,0
11600,Gina Boyle,2008-05-01,1-40,Unknown,0,110,Terminated,2008-05-01,,Permanent - Salary,Engineering & Technical,0
11601,Justin Harmon,2010-01-01,1-60,Marcia Haynes DDS,0,70,Terminated,2010-01-01,,Permanent - Salary,Engineering & Technical,0
11602,Melissa Montoya,2002-10-01,1-10,Unknown,0,70,Terminated,2005-07-01,,Permanent - Salary,Administration Finance & HR,0
11603,Daniel King,1999-07-01,1-60,Unknown,0,55,Terminated,2000-11-01,,Permanent - Salary,Administration Finance & HR,0
11604,Anna Hicks,2000-04-01,1-40,Unknown,0,85,Terminated,2000-11-01,,Permanent - Salary,Administration Finance & HR,0
11605,April Hernandez,1995-01-01,1-10,Unknown,0,110,Terminated,1996-12-01,,Permanent - Salary,Engineering & Technical,0
11606,Brian Waters,2002-10-01,1-40,Unknown,0,150,Terminated,2003-09-01,,Permanent - Salary,Project Management & Consulting,0
11607,Frank Miller,2003-01-01,1-40,Unknown,0,75,Terminated,2003-09-01,,Permanent - Salary,Engineering & Technical,0
11608,Erin Wheeler,2011-09-01,1-60,Marcia Haynes DDS,90,115,Terminated,2011-12-01,,Permanent - Salary,Engineering & Technical,0
